,index,country,location,latitude,longitude,soil,pH,crop,sowing_year,sowing_month,harvest_year,harvest_month,yield_ct,yield_nt,P,E,PB,Tave,Tmax,Tmin,ST
105,4310,Canada,"Ontario, Fingal",51.33,-85.33,silty clay loam, ,maize,1994,5,1994,10,11195.0,9828.0,262.0,379.32,-117.32,11.15,22.09153,-0.10379,Clay
106,4311,Canada,"Ontario, Fingal",51.33,-85.33,silty clay loam, ,maize,1995,5,1995,10,9443.0,9328.0,260.5,381.57,-121.07,11.13333,23.96254,-1.04606,Clay
107,4312,Canada,"Ontario, Fingal",51.33,-85.33,silty clay loam, ,maize,1995,5,1995,10,9208.0,8878.0,260.5,381.57,-121.07,11.13333,23.96254,-1.04606,Clay
108,4313,Canada,"Ontario, Fingal",51.33,-85.33,silty clay loam, ,maize,1996,5,1996,10,8670.0,9105.0,231.9,401.124,-169.224,10.68333,22.94786,-1.89181,Clay
109,4314,Canada,"Ontario, Fingal",51.33,-85.33,silty clay loam, ,maize,1996,5,1996,10,9458.0,9043.0,231.9,401.124,-169.224,10.68333,22.94786,-1.89181,Clay
110,3925,Canada,"Ontario, Kirkton",43.32,-81.5,silt loam,7,maize,1996,5,1996,10,9430.0,9310.0,720.4,520.345,200.055,16.36667,25.74929,5.59633,Clay loam
111,3926,Canada,"Ontario, Kirkton",43.32,-81.5,silt loam,7,maize,1996,5,1996,10,9040.0,8910.0,720.4,520.345,200.055,16.36667,25.74929,5.59633,Clay loam
112,3927,Canada,"Ontario, Kirkton",43.32,-81.5,silt loam,7.2,maize,1997,5,1997,10,8100.0,7710.0,500.6,519.422,-18.822,15.71667,25.31018,4.15451,Clay loam
113,3928,Canada,"Ontario, Kirkton",43.32,-81.5,silt loam,7.2,maize,1997,5,1997,10,8410.0,7980.0,500.6,519.422,-18.822,15.71667,25.31018,4.15451,Clay loam
114,3929,Canada,"Ontario, Kirkton",43.32,-81.5,silt loam,6.4,maize,1998,5,1998,10,13200.0,12990.0,347.6,567.936,-220.336,18.05,26.46765,8.2952,Clay loam
115,3930,Canada,"Ontario, Kirkton",43.32,-81.5,silt loam,6.4,maize,1998,5,1998,10,13160.0,12180.0,347.6,567.936,-220.336,18.05,26.46765,8.2952,Clay loam
116,3934,Canada,"Ontario, Milton",43.52,-79.94,Clay loam, ,maize,1984,5,1984,10,6270.0,5110.0,499.3,446.6,52.7,16.03333,25.37778,6.16022,Loam
117,3935,Canada,"Ontario, Paris",43.0,-80.08,Brunisolic Gray Brown Luvisol, ,maize,1997,5,1997,10,8080.0,8550.0,508.0,443.27,64.73,15.38333,23.99652,5.15685,Sandy loam
118,3936,Canada,"Ontario, Paris",43.0,-80.08,Brunisolic Gray Brown Luvisol, ,maize,1997,5,1997,10,8690.0,8710.0,508.0,443.27,64.73,15.38333,23.99652,5.15685,Sandy loam
119,3937,Canada,"Ontario, Paris",43.0,-80.08,Brunisolic Gray Brown Luvisol, ,maize,1997,5,1997,10,8780.0,8440.0,508.0,443.27,64.73,15.38333,23.99652,5.15685,Sandy loam
120,3938,Canada,"Ontario, Paris",43.0,-80.08,Brunisolic Gray Brown Luvisol, ,maize,1997,5,1997,10,8610.0,7680.0,508.0,443.27,64.73,15.38333,23.99652,5.15685,Sandy loam
121,3939,Canada,"Ontario, Paris",43.0,-80.08,Brunisolic Gray Brown Luvisol, ,maize,1998,5,1998,10,6660.0,7620.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019,Sandy loam
122,3940,Canada,"Ontario, Paris",43.0,-80.08,Brunisolic Gray Brown Luvisol, ,maize,1998,5,1998,10,7380.0,7750.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019,Sandy loam
123,3941,Canada,"Ontario, Paris",43.0,-80.08,Brunisolic Gray Brown Luvisol, ,maize,1998,5,1998,10,6990.0,6930.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019,Sandy loam
124,3942,Canada,"Ontario, Paris",43.0,-80.08,Brunisolic Gray Brown Luvisol, ,maize,1998,5,1998,10,7020.0,6430.0,249.9,486.537,-236.637,17.73333,25.59522,7.54019,Sandy loam
125,740,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,1997,5,1997,10,9740.0,9120.0,473.2,470.843,2.357,17.61667,25.07256,7.87324,Clay loam
126,741,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,1998,5,1998,10,9260.0,3610.0,323.9,540.809,-216.909,19.83333,25.6416,10.45753,Clay loam
127,742,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,1998,5,1998,10,8920.0,2640.0,323.9,540.809,-216.909,19.83333,25.6416,10.45753,Clay loam
128,743,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,1999,5,1999,10,4380.0,3670.0,253.6,545.946,-292.346,19.48333,28.52332,9.11171,Clay loam
129,744,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,1999,5,1999,10,4550.0,3740.0,253.6,545.946,-292.346,19.48333,28.52332,9.11171,Clay loam
130,745,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,2000,5,2000,10,8520.0,8610.0,632.8,483.756,149.044,18.66667,24.13222,10.73315,Clay loam
131,746,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,2000,5,2000,10,9020.0,8700.0,632.8,483.756,149.044,18.66667,24.13222,10.73315,Clay loam
132,747,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,2000,5,2000,10,8437.0,8347.0,632.8,483.756,149.044,18.66667,24.13222,10.73315,Clay loam
133,748,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,2000,5,2000,10,8769.0,8657.0,632.8,483.756,149.044,18.66667,24.13222,10.73315,Clay loam
134,749,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,2001,5,2001,10,8031.0,5581.0,355.6,517.252,-161.652,18.8,27.50428,8.01219,Clay loam
135,750,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,2001,5,2001,10,8586.0,5802.0,355.6,517.252,-161.652,18.8,27.50428,8.01219,Clay loam
136,751,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,2002,5,2002,10,7016.0,6698.0,246.2,535.153,-288.953,18.6,26.97492,7.50703,Clay loam
137,752,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,2002,5,2002,10,6953.0,6375.0,246.2,535.153,-288.953,18.6,26.97492,7.50703,Clay loam
138,753,Canada,"Ontario, Woodslee",42.22,-82.73,clay loam, ,maize,2006,5,2006,10,9780.0,8840.0,502.5,510.423,-7.923,18.16667,25.69895,6.81734,Clay loam
